1633046400000,43820.01000000,48495.00000000,43283.03000000,48141.61000000,66244.87492000,1633132799999,3076094886.59247420,1771237,34156.88321000,1585411525.33782700,0
1633132800000,48141.60000000,48336.59000000,47430.18000000,47634.90000000,30508.98131000,1633219199999,1459064880.53244480,996116,15180.50362000,726007609.15620260,0
1633219200000,47634.89000000,49228.08000000,47088.00000000,48200.01000000,30825.05601000,1633305599999,1482764462.19057740,1114294,15426.81514000,742443046.40754920,0
1633305600000,48200.01000000,49536.12000000,46891.00000000,49224.94000000,46796.49372000,1633391999999,2258464361.12635660,1437692,23032.49140000,1112232800.78865170,0
1633392000000,49224.93000000,51886.30000000,49022.40000000,51471.99000000,52125.66793000,1633478399999,2618101829.01772260,1641651,26687.41046000,1341045872.99872880,0
1633478400000,51471.99000000,55750.00000000,50382.41000000,55315.00000000,79877.54518100,1633564799999,4236927265.38152227,2443126,40664.02751700,2158326113.66324049,0
1633564800000,55315.00000000,55332.31000000,53357.00000000,53785.22000000,54917.37766000,1633651199999,2983143121.08864310,1703147,26485.89849000,1438826617.03898690,0
1633651200000,53785.22000000,56100.00000000,53617.61000000,53951.43000000,46160.25785000,1633737599999,2522087625.09407934,1548832,22643.19334000,1237799956.86817420,0
1633737600000,53955.67000000,55489.00000000,53661.67000000,54949.72000000,55177.08013000,1633823999999,3024862790.69559250,1609483,27686.74749000,1518044340.20896890,0
1633824000000,54949.72000000,56561.31000000,54080.00000000,54659.00000000,89237.83612800,1633910399999,4923958325.38987614,2427176,44656.91574800,2464422246.84227902,0
1633910400000,54659.01000000,57839.04000000,54415.06000000,57471.35000000,52933.16575100,1633996799999,2994673617.72364832,1690409,26858.82901300,1519825843.11704945,0
1633996800000,57471.35000000,57680.00000000,53879.00000000,55996.93000000,53471.28550000,1634083199999,3017210682.88594980,1554412,26157.44247000,1477084242.54916010,0
1634083200000,55996.91000000,57777.00000000,54167.19000000,57367.00000000,55808.44492000,1634169599999,3123307687.47730310,1610489,27985.13207000,1566812325.67564000,0
1634169600000,57370.83000000,58532.54000000,56818.05000000,57347.94000000,43053.33678100,1634255999999,2481915791.59123502,1372048,21940.26497900,1265138476.86559415,0
1634256000000,57347.94000000,62933.00000000,56850.00000000,61672.42000000,82512.90802200,1634342399999,4959389368.72673282,2649137,43913.67633100,2638969873.66980311,0
1634342400000,61672.42000000,62378.42000000,60150.00000000,60875.57000000,35467.88096000,1634428799999,2173374058.80891070,1360379,17286.46284000,1059536457.61601730,0
1634428800000,60875.57000000,61718.39000000,58963.00000000,61528.33000000,39099.24124000,1634515199999,2371696294.79730550,1331655,19289.94298000,1170524004.76929440,0
1634515200000,61528.32000000,62695.78000000,59844.45000000,62009.84000000,51798.44844000,1634601599999,3195091233.42055270,1629184,25859.08539000,1595447836.13904200,0
1634601600000,62005.60000000,64486.00000000,61322.22000000,64280.59000000,53628.10774400,1634687999999,3370863940.26943662,1755708,27436.54548400,1724665979.84350923,0
1634688000000,64280.59000000,67000.00000000,63481.40000000,66001.41000000,51428.93485600,1634774399999,3362878816.40459238,1823286,27623.99052600,1806653764.67083274,0
1634774400000,66001.40000000,66639.74000000,62000.00000000,62193.15000000,68538.64537000,1634860799999,4407757970.87975560,2181665,32008.51421000,2060110973.80589420,0
1634860800000,62193.15000000,63732.39000000,60000.00000000,60688.22000000,52119.35886000,1634947199999,3229377744.31142590,1555280,25440.69118000,1576807744.19589710,0
1634947200000,60688.23000000,61747.64000000,59562.15000000,61286.75000000,27626.93678000,1635033599999,1686121722.21878240,982103,13352.56908000,815306581.33573040,0
1635033600000,61286.75000000,61500.00000000,59510.63000000,60852.22000000,31226.57676000,1635119999999,1889694558.95049470,1052085,15682.16860000,949151331.86233880,0
1635120000000,60852.22000000,63710.63000000,60650.00000000,63078.78000000,36853.83806000,1635206399999,2309339650.10938040,1270453,18577.25472000,1164150305.93481840,0
1635206400000,63078.78000000,63293.48000000,59817.55000000,60328.81000000,40217.50083000,1635292799999,2492606133.31894550,1334460,18699.28475000,1160289812.69599610,0
1635292800000,60328.81000000,61496.00000000,58000.00000000,58413.44000000,62124.49016000,1635379199999,3688306192.97241780,1913083,29983.43122000,1780494793.56031750,0
1635379200000,58413.44000000,62499.00000000,57820.00000000,60575.89000000,61056.35301000,1635465599999,3677629851.05960650,1878275,30447.44205000,1835335717.81491350,0
1635465600000,60575.90000000,62980.00000000,60174.81000000,62253.71000000,43973.90414000,1635551999999,2706090987.30962570,1417344,22262.86881000,1370325591.00014470,0
1635552000000,62253.70000000,62359.25000000,60673.00000000,61859.19000000,31478.12566000,1635638399999,1937860260.43806250,1197748,15583.51105000,959369103.61333270,0
1635638400000,61859.19000000,62405.30000000,59945.36000000,61299.80000000,39267.63794000,1635724799999,2396556477.34349380,1563417,19362.08206000,1181449065.61918040,0
1635724800000,61299.81000000,62437.74000000,59405.00000000,60911.11000000,44687.66672000,1635811199999,2737282804.73813100,1472636,22139.95506000,1356676790.57726450,0
1635811200000,60911.12000000,64270.00000000,60624.68000000,63219.99000000,46368.28410000,1635897599999,2909221038.40065000,1858362,23852.14282000,1496448016.59887120,0
1635897600000,63220.57000000,63500.00000000,60382.76000000,62896.48000000,43336.09049000,1635983999999,2713389500.46635890,1601925,20662.34777000,1294306441.66844020,0
1635984000000,62896.49000000,63086.31000000,60677.01000000,61395.01000000,35930.93314000,1636070399999,2218138026.70454070,1346081,17843.38035000,1101751566.38434540,0
1636070400000,61395.01000000,62595.72000000,60721.00000000,60937.12000000,31604.48749000,1636156799999,1943346371.47038610,1243074,15769.15494000,969780612.68539310,0
1636156800000,60940.18000000,61560.49000000,60050.00000000,61470.61000000,25590.57408000,1636243199999,1556774943.55372840,965309,12511.52761000,761294376.47169950,0
1636243200000,61470.62000000,63286.35000000,61322.78000000,63273.59000000,25515.68830000,1636329599999,1585744720.19977190,1068629,13567.09782000,843384435.44095480,0
1636329600000,63273.58000000,67789.00000000,63273.58000000,67525.83000000,54442.09455400,1636415999999,3575716171.04429946,2349581,28879.18643600,1897321249.82784096,0
1636416000000,67525.82000000,68524.25000000,66222.40000000,66947.66000000,44661.37806800,1636502399999,3014326962.08726777,1847655,22243.23645200,1501548663.79264259,0
1636502400000,66947.67000000,69000.00000000,62822.90000000,64882.43000000,65171.50404600,1636588799999,4335575752.80522342,2347934,31344.74332100,2088305177.77747838,0
1636588800000,64882.42000000,65600.07000000,64100.00000000,64774.26000000,37237.98058000,1636675199999,2415537333.57771000,1327827,18589.51479000,1205890453.60440160,0
1636675200000,64774.25000000,65450.70000000,62278.00000000,64122.23000000,44490.10816000,1636761599999,2844286547.50404090,1479149,21028.45541000,1344883879.13873450,0
1636761600000,64122.22000000,65000.00000000,63360.22000000,64380.00000000,22504.97383000,1636847999999,1442441613.59839240,904149,11094.05209000,711146514.06458690,0
1636848000000,64380.01000000,65550.51000000,63576.27000000,65519.10000000,25705.07347000,1636934399999,1658473781.29376960,951393,12629.83414000,815039550.94713190,0
1636934400000,65519.11000000,66401.82000000,63400.00000000,63606.74000000,37829.37124000,1637020799999,2460915922.87612760,1305209,19160.47382000,1247275595.43559040,0
1637020800000,63606.73000000,63617.31000000,58574.07000000,60058.87000000,77455.15609000,1637107199999,4705744041.29964738,2353681,36375.32415000,2209839153.36972330,0
1637107200000,60058.87000000,60840.23000000,58373.00000000,60344.87000000,46289.38491000,1637193599999,2767802055.20042280,1471305,22545.24375000,1348537946.95269170,0
1637193600000,60344.86000000,60976.00000000,56474.26000000,56891.62000000,62146.99931000,1637279999999,3644824179.14485240,1960419,29742.20507000,1745202989.74238890,0
1637280000000,56891.62000000,58320.00000000,55600.00000000,58052.24000000,50715.88726000,1637366399999,2896189975.91077430,1560459,24072.28575000,1374771758.23673160,0
1637366400000,58057.10000000,59845.00000000,57353.00000000,59707.51000000,33811.59010000,1637452799999,1982718831.15707720,1200190,16682.28087000,978340154.07569320,0
1637452800000,59707.52000000,60029.76000000,58486.65000000,58622.02000000,31902.22785000,1637539199999,1886578154.51670850,1249219,14949.12309000,884084155.70683440,0
1637539200000,58617.70000000,59444.00000000,55610.00000000,56247.18000000,51724.32047000,1637625599999,2968622334.13765660,1624768,24834.98160000,1425668562.21166460,0
1637625600000,56243.83000000,58009.99000000,55317.00000000,57541.27000000,49917.85017000,1637711999999,2837210673.48851890,1570845,25217.65003000,1433171468.66686080,0
1637712000000,57541.26000000,57735.00000000,55837.00000000,57138.29000000,39612.04964000,1637798399999,2246374244.33056800,1432991,19625.09659000,1113184375.67946880,0
1637798400000,57138.29000000,59398.90000000,57000.00000000,58960.36000000,42153.51522000,1637884799999,2455658857.70059310,1604266,21112.80397000,1230022891.73009470,0
1637884800000,58960.37000000,59150.00000000,53500.00000000,53726.53000000,65927.87066000,1637971199999,3649353860.42956650,2138184,31287.46990000,1731974879.86689630,0
1637971200000,53723.72000000,55280.00000000,53610.00000000,54721.03000000,29716.99957000,1638057599999,1623173123.49173170,1110145,14462.93801000,790191540.91484890,0
1638057600000,54716.47000000,57445.05000000,53256.64000000,57274.88000000,36163.71370000,1638143999999,1982198373.53283490,1253408,18520.69985000,1016073216.59476420,0
1638144000000,57274.89000000,58865.97000000,56666.67000000,57776.25000000,40125.28009000,1638230399999,2313371348.11354310,1349625,19520.25038000,1125240984.55225160,0
1638230400000,57776.25000000,59176.99000000,55875.55000000,56950.56000000,49161.05194000,1638316799999,2823644073.02190490,1587472,23867.80287000,1371720422.25562800,0
1638316800000,56950.56000000,59053.55000000,56458.01000000,57184.07000000,44956.63656000,1638403199999,2584928714.07574240,1442301,21501.29463000,1236414404.90885270,0
1638403200000,57184.07000000,57375.47000000,55777.77000000,56480.34000000,37574.05976000,1638489599999,2127110102.10730950,1307890,18375.47518000,1040366894.55012720,0
1638489600000,56484.26000000,57600.00000000,51680.00000000,53601.05000000,58927.69027000,1638575999999,3246198505.94685110,1865063,27287.25751000,1505556556.15786320,0
1638576000000,53601.05000000,53859.10000000,42000.30000000,49152.47000000,114203.37374800,1638662399999,5495712061.97853156,3362771,52876.55238000,2544632557.49625190,0
1638662400000,49152.46000000,49699.05000000,47727.21000000,49396.33000000,45580.82012000,1638748799999,2231486105.84391170,1371839,22420.90324000,1097785758.59097620,0
1638748800000,49396.32000000,50891.11000000,47100.00000000,50441.92000000,58571.21575000,1638835199999,2851528919.17953640,1741956,28820.34753000,1403464676.88509370,0
1638835200000,50441.91000000,51936.33000000,50039.74000000,50588.95000000,38253.46877000,1638921599999,1950573500.20866580,1212350,18679.11099000,952551067.62598570,0
1638921600000,50588.95000000,51200.00000000,48600.00000000,50471.19000000,38425.92466000,1639007999999,1925458787.11475220,1118225,18126.84362000,908410692.24600910,0
1639008000000,50471.19000000,50797.76000000,47320.00000000,47545.59000000,37692.68665000,1639094399999,1841474998.89511000,1130599,18097.05960000,884082539.70479120,0
1639094400000,47535.90000000,50125.00000000,46852.00000000,47140.54000000,44233.57391000,1639180799999,2135023722.85315130,1215231,21143.96129000,1020995576.30256690,0
1639180800000,47140.54000000,49485.71000000,46751.00000000,49389.99000000,28889.19358000,1639267199999,1397524635.58140210,957390,14452.26806000,699251597.80523830,0
1639267200000,49389.99000000,50777.00000000,48638.00000000,50053.90000000,26017.93421000,1639353599999,1292315883.62455370,863605,13266.00955000,658923314.86798010,0
1639353600000,50053.90000000,50189.97000000,45672.75000000,46702.75000000,50869.52093000,1639439999999,2423888500.79030500,1399599,23487.02280000,1119972248.53840220,0
1639440000000,46702.76000000,48700.41000000,46290.00000000,48343.28000000,39955.98445000,1639526399999,1887427362.47409660,1194992,20010.80589000,945501336.15691430,0
1639526400000,48336.95000000,49500.00000000,46547.00000000,48864.98000000,51629.18100000,1639612799999,2487012309.09154930,1438176,25861.16891000,1246095378.45954120,0
1639612800000,48864.98000000,49436.43000000,47511.00000000,47632.38000000,31949.86739000,1639699199999,1551200654.05274500,1023983,15281.92439000,742115283.57739880,0
1639699200000,47632.38000000,47995.96000000,45456.00000000,46131.20000000,43104.48870000,1639785599999,2015966349.51613240,1261780,19846.77192000,928665863.58507440,0
1639785600000,46133.83000000,47392.37000000,45500.00000000,46834.48000000,25020.05271000,1639871999999,1165205135.70084270,862066,12635.54707000,588649454.27256670,0
1639872000000,46834.47000000,48300.01000000,46406.91000000,46681.23000000,29305.70665000,1639958399999,1384958598.36276990,874827,14646.77828000,692559814.22856370,0
1639958400000,46681.24000000,47537.57000000,45558.85000000,46914.16000000,35848.50609000,1640044799999,1663363117.83045340,1076488,17666.32749000,819817570.66374300,0
1640044800000,46914.17000000,49328.96000000,46630.00000000,48889.88000000,37713.92924000,1640131199999,1827234149.05988020,1119412,19356.27006000,937648412.22213540,0
1640131200000,48887.59000000,49576.13000000,48421.87000000,48588.16000000,27004.20220000,1640217599999,1322418595.33372950,949480,13402.54963000,656467230.75630970,0
1640217600000,48588.17000000,51375.00000000,47920.42000000,50838.81000000,35192.54046000,1640303999999,1738129830.78145220,1176050,17397.67034000,859605116.67975700,0
1640304000000,50838.82000000,51810.00000000,50384.43000000,50820.00000000,31661.94946000,1640390399999,1616919305.70366660,1074410,15101.64230000,771213616.73637750,0
1640390400000,50819.99000000,51156.23000000,50142.32000000,50399.66000000,19135.51613000,1640476799999,971491029.13082400,766979,9928.30266000,504102529.52889820,0
1640476800000,50399.67000000,51280.00000000,49412.00000000,50775.49000000,22569.88914000,1640563199999,1132200241.56241820,797133,11285.69707000,566374786.71606860,0
1640563200000,50775.48000000,52088.00000000,50449.00000000,50701.44000000,28779.58212000,1640649599999,1471423612.09186190,1009238,14432.91035000,738207529.05723520,0
1640649600000,50701.44000000,50704.05000000,47313.01000000,47543.74000000,45853.33924000,1640735999999,2242102220.93100330,1345774,21743.17013000,1063171693.15356250,0
1640736000000,47543.74000000,48139.08000000,46096.99000000,46464.66000000,39498.87000000,1640822399999,1873785571.27329660,1114074,19089.61910000,905969695.64253980,0
1640822400000,46464.66000000,47900.00000000,45900.00000000,47120.87000000,30352.29569000,1640908799999,1428755720.45320290,910157,14886.52375000,700792256.68831590,0
1640908800000,47120.88000000,48548.26000000,46825.38000000,48014.75000000,18677.35185000,1640995199999,891772262.38497910,596864,9435.06205000,450392344.89235450,0
